DATE,VALUE
2016-08-17,1.437
2016-08-18,1.474
2016-08-19,1.517
2016-08-22,1.485
2016-08-23,1.520
2016-08-24,1.516
2016-08-25,1.565
2016-08-26,1.574
2016-08-29,1.525
2016-08-30,1.492
2016-08-31,1.438
2016-09-01,1.330
2016-09-02,1.345
2016-09-05,.
2016-09-06,1.326
2016-09-07,1.350
2016-09-08,1.437
2016-09-09,1.396
2016-09-12,1.418
